"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","24","24","1","20.373674","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","4","4","1","2.502662","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","4","4","1","2.937694","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","24","24","1","23.471260","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","24","24","1","20.550156","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","24","24","1","18.487980","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","24","24","1","16.994181","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","24","24","1","16.944292","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","24","24","1","17.826502","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","24","24","1","18.015562","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","24","24","1","17.519804","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","24","24","1","17.055475","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","24","24","1","17.408388","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","24","24","1","16.443722","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","24","24","1","15.823804","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","24","24","1","16.628750","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","24","24","1","20.202223","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","26","26","1","12.506419","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","24","24","1","16.509838","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","24","24","1","16.026890","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","24","24","1","16.319628","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","24","24","1","15.753408","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","24","24","1","16.310368","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","24","24","1","19.971012","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","24","24","1","16.083094","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","24","24","1","16.884506","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","24","24","1","16.470333","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","24","24","1","16.413485","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","24","24","1","15.881382","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","87","87","1","66.054756","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","24","24","1","17.114012","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","24","24","1","16.816311","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","34","34","1","16.677828","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","38","38","1","17.049063","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","24","24","1","18.716925","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","26","26","1","15.537073","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","24","24","1","20.772488","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","24","24","1","18.789297","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","24","24","1","18.966921","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","24","24","1","18.134047","0","0"
"/Game/Deaths/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","196","208","2","86.746559","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","48","48","1","27.663763","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","24","24","1","16.642763","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","24","24","1","16.453007","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","15","15","1","8.914758","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","15","15","1","9.389946","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","24","24","1","16.377674","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","49","51","1","26.225985","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","34","34","1","14.578098","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","34","34","1","14.235380","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","26","26","1","12.721224","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","32","32","1","14.190962","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","24","24","1","15.624434","0","0"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_RDS_Master.M_RDS_Master","0","20","20","2","20.888788","0","0"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/RDS/M_RDS_Glass.M_RDS_Glass","0","45","45","1","182.549667","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","196","208","2","71.310379","0","0"
